type,sub_type,text,listPrice,sqft,lot_sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,lastSoldPrice,soldOn,sold_to_list_ratio,price_per_sqft_sold,property_age_at_sale
single_family,,"Come take a look at this beautiful two-story home sitting on over 1/2 acre lot in sought-after Cedar Hills Estates subdivision in Chillicothe! Entering the home you will be impressed by the two-story foyer with hardwood flooring. From there you will see a formal living room featuring newer carpet. The spacious family room also has newer carpet, and offers an updated hearth and mantle to go along with the cozy gas log fireplace. The kitchen has hardwood floors, granite countertops, a stylish backsplash, and newer dishwasher (2025). The formal dining room adds elegance with a tray ceiling and hardwood flooring. The main level also includes a half bath, a laundry room, and access to the spacious 3-stall garage. Upstairs youll find a spacious primary suite with tub, separate shower, dual vanities, and updated vanity/countertop, plus three additional bedrooms and another full bathroom. The partially finished basement adds extra living space with a built-in bar, rec room, another full bathroom, and an office. Enjoy the backyard oasis with a large fenced yard, heated inground pool (2016) with auto cover, jets, and bubbler, plus a large patio, newer pergola, and shed/1 stall detached garage. Major updates include roof (2013), interior paint (2022), water heater (2015), well pump (2019), septic cleaned (7/24) with new ejector pump. New carpet to be installed in basement on stairs, rec room, office, and hallway.",399900.0,2926.0,23958.0,2.0,4.0,4.0,3.0,3.0,3.0,1998.0,385000.0,2026-04-10,0.9627,131.58,28
single_family,,"Beautifully maintained and move-in ready, this home offers a fantastic open floor plan and thoughtful updates throughout. Pride of ownership is evident from the moment you arrive. The upper level features vaulted ceilings and a bright, open layout that includes a spacious kitchen with breakfast bar, dedicated dining area, and comfortable living room. Three bedrooms and two full bathrooms complete the main level, including a primary suite with a walk-in closet. The finished lower level nearly doubles your living space-featuring a second living room with a cozy fireplace, a flexible playroom that could serve as a 4th bedroom, a third full bathroom, and generous storage options. Major improvements provide peace of mind: water heater (2024), roof (2019), HVAC (2012), and Anderson windows (2009). Outside, enjoy a beautifully cared-for backyard with a double-tier deck and composite railing-perfect for relaxing or entertaining. A truly turnkey home in a desirable location-don't miss your chance to see it!",315000.0,2740.0,,,3.0,3.0,3.0,3.0,2.0,1993.0,315000.0,2026-04-10,1.0,114.96,33
single_family,,"Well Maintained Cambridge Model in the Tunbridge Subdivision. Huge 4 Bedroom,2.5 Bathroom. Expansive Master Suite, Formal Living and Dining Room. Huge Sunken Living Room. First Floor Laundry. Large Partially Finished Basement, with a Craw for additional Storage. Two Car Garage with a Car port for either a car or Boat. Oak Cabinetry and hardwood Floors connect to a spacious Deck that connects to the pool in a Lovely Backyard Setting. Coming Soon !",499900.0,2783.0,12153.0,2.0,4.0,3.0,2.0,2.0,2.0,1993.0,515000.0,2026-04-14,1.0302,185.05,33
single_family,,"Stunning 6-Bedroom, 3-Bath Home on 2 Acres with Exceptional Craftsmanship .This beautifully maintained 6-bedroom, 3-bath home offers space, functionality, and timeless quality, all set on a peaceful 2-acre lot. Designed with both comfort and entertaining in mind, the open-concept floor plan features a striking stone gas fireplace with custom-built display cases as the centerpiece of the main living area. The kitchen is a true highlight, showcasing Amish-made custom cabinetry, quartz countertops, and a large island with seating, perfect for gatherings and everyday living. The primary suite provides a private retreat with a huge walk-in closet and a newly remodeled en-suite bathroom complete with a walk-in shower. All bedrooms include ceiling fans for added comfort. A fully finished basement expands the living space and offers flexibility for recreation, guests, or a home office. Practical features include washer and dryer hookups on both levels, a two-car divided garage, two-car carport, and an additional portable shed for storage. Enjoy outdoor living from the covered front porch or the covered back deck, ideal for relaxing and taking in the surrounding views. This property combines quality construction, thoughtful upgrades, and ample indoor and outdoor space-an exceptional and unique place to call home.",415000.0,3651.0,87120.0,1.0,3.0,3.0,3.0,3.0,2.0,2005.0,410000.0,2026-04-10,0.988,112.3,21
single_family,,"Nestled in the prestigious and award-winning Stevenson School District, this stunning 5-bedroom, 3.1-bath home is a true gem, offering the perfect blend of comfort, style, and functionality. Freshly painted with brand-new carpeting and beautifully refinished hardwood floors, this home is move-in ready. Step inside to a spacious living room highlighted by a cozy fireplace, perfect for relaxing evenings at home. The bright and airy dining room sits just beyond, creating an ideal space for hosting gatherings and special occasions. The chef-inspired kitchen features a large island with breakfast bar seating, abundant cabinetry, and a convenient pantry closet. The adjacent eating area provides seamless access to the expansive deck, making indoor-outdoor entertaining effortless. The inviting family room features built-in shelving and direct deck access, creating a warm and welcoming space for everyday living and entertaining. The main level also includes a generously sized bedroom, a laundry room, and a powder room, providing flexibility and convenience. Upstairs, retreat to the spacious primary suite, complete with a private fireplace and walk-in closet. The beautifully remodeled ensuite bath is designed for relaxation, featuring a double vanity, whirlpool tub, and separate walk-in shower. Three additional well-proportioned bedrooms complete the upper level, including one with its own private ensuite bath, while a full hall bath serves the remaining bedrooms with ease. The finished lower level expands your living possibilities with an expansive recreation area and dedicated game space. Whether you envision a media room, home gym, playroom, hobby space, or additional entertaining area, this versatile level can accommodate a variety of lifestyles and needs. Outdoors, the spacious backyard offers a private and peaceful setting. The large deck provides the perfect space for outdoor dining, morning coffee, summer barbecues, or simply relaxing while enjoying the surrounding natural beauty. With ample room for play, gardening, or future enhancements, the backyard truly enhances the home's appeal. Don't miss this incredible opportunity to make this exceptional home yours!",919000.0,3492.0,41382.0,2.0,5.0,4.0,3.0,3.0,3.0,1988.0,951000.0,2026-04-10,1.0348,272.34,38
single_family,,"Welcome to this amazing, fully renovated, split level home with 1,700 sq ft of living space with 3 bedrooms, 2.5 bathrooms, and a 2 car detached garage with an oversized driveway located in the hearth of Worth. Main level presents a large living room, cozy dining room, and a great kitchen with gray shaker cabinets, quartz countertops, ceramic backsplash, and stainless steel appliances. Upper level offers private master suite with a gorgeous full bathroom and a spacious closet, 2 good sized bedrooms, and another beautiful full bathroom. Lower level features an enormous family room, half bath, and a laundry room. It has elegant light fixtures and wood laminate floors throughout. Large backyard offers a stained wooden deck that is perfect for entertaining guests. It also has a new plumbing, new electrical system, new A/C, new water heater, new windows, new siding, new fascia, newer furnace, and newer roof. All renovations completed with permits and Village of Worth requirements. Conveniently located near I-294, Metra station, schools, parks, shops, restaurants, and entertainment. Schedule your showing today before it's gone!",389900.0,1714.0,8276.0,,3.0,3.0,2.0,2.0,2.0,1977.0,386000.0,2026-04-10,0.99,225.2,49
single_family,,"Adorable 3 bedroom, 1.5 bath home located in the heart of Silvis on a Cul-de-sac on a large lot and an oversized two car garage!! There is plenty of room to entertain on the main level with a large living room, open kitchen with tons of cabinet space, breakfast bar and informal dining with slider that leads to the a deck. Also a 1/2 bath and access to the attached, heated garage. Upstairs, three bedrooms and a full bath provides spacious room for resting. The open walk-out basement will allow you space for hobbies or additional entertaining space, with a spacious laundry room. The sliding glass door leads to a patio and private fenced in back yard.",178000.0,1420.0,29000.0,2.0,3.0,2.0,1.0,1.0,2.0,1964.0,178000.0,2026-04-10,1.0,125.35,62
single_family,,"ENJOY PEACEFUL COUNTRY LIVING WITH THIS METICULOUSLY REMODELED HOME SET ON 1 ACRE. NEARLY EVERY INCH OF THIS PROPERTY HAS BEEN THOUGHTFULLY UPDATED, OFFERING MODERN COMFORT, FUNCTIONALITY, AND CHARM. THE HEART OF THE HOME IS THE NEWLY REMODELED KITCHEN FEATURING GRANITE COUNTERTOPS, UPDATED CABINETRY, HARDWOOD FLOORING, AND A WATER FILTERATION SYSTEM. ADDITIONAL UPDATES THROUGHOUT THE HOME INCLUDE CARPET, CUSTOM BUILT INS, UPDATED LIGHT FIXTURES AND DOORS, AND FRESH PAINT THROUGHOUT. THE SPACIOUS MASTER SUITE OFFERS A WALK IN CLOSET AND A BUILT IN DRESSER FOR ADDED CONVENIENCE. MAJOR MECHANICALS INCLUDING HEATING AND COOLING SYSTEMS, ELECTRICAL, PLUMBING, SUMP PUMP AND A WHOLE HOUSE GENERATOR FOR PEACE OF MIND. THE BASEMENT INCLUDES A CRAFT ROOM, AND SECOND KITCHEN. THERE IS EXTERIOR STORAGE WITH A WORKSHOP AREA THAT HOUSES THE MOWER AND GENERATOR. OUTSIDE, YOU'LL FIND A NEW ASPHALT DRIVEWAY, NEW GUTTERS, PROFESSIONALLY LANDSCAPED FLOWER BEDS AND NEWER FRONT PORCHES. THE BACK DECK HAS BEEN REBUILT, IDEAL FOR RELAXING OR HOSTING GATHERINGS. THE PROPERTY ALSO FEATURES A LARGE 24X30 GARAGE WITH A CONCRETE FLOOR, OFFERING PLENTY OF SPACE FOR VEHICLES, STORAGE, OR PROJECTS. LOCATED IN THE MENDOTA SCHOOL DISTRICT, THIS IS A MOVE IN READY PROPERTY~TRULY A RARE FIND. ***SELLER IS WILLING TO INCLUDE, IN THE HOME SALE, THE 2023 JOHN DEERE MOWER, 119 HOURS MODEL IS Z320R-ALSO INCLUDED IN A SNOW BLOWER, AGE UNKNOWN, IT IS A POULAN PRO 8.5 HP/27""",309900.0,1720.0,44431.0,1.0,3.0,2.0,2.0,2.0,2.0,1999.0,320000.0,2026-04-10,1.0326,186.05,27
single_family,,"Rarely available one owner home! Exceptionally well maintained & lovingly cared for by its original owner. This beautifully maintained split-level home offers 3 bedrooms & 2 full baths with a functional split-level floor plan. The home features a spacious eat-in kitchen, finished walk-out basement, & two-car attached garage, providing great space for everyday living & entertaining. Original hardwood flooring is located on the main floor, in the bedrooms, and on the stairs beneath the carpeting (excluding the basement). Pride of ownership shows throughout. Step outside to enjoy the large fenced backyard, perfect for kids to play, relaxing evenings, or entertaining, along with an extra-large storage shed for added convenience. Located in a quiet neighborhood close to parks, restaurants, & shopping, this home offers both comfort & convenience. Home is being sold as-is.",349900.0,1131.0,10454.0,,3.0,2.0,2.0,2.0,2.0,1963.0,380000.0,2026-04-10,1.086,335.99,63
single_family,,"Welcome home to [Redacted] N. Port Byron, Il where comfort, space, and scenic surroundings come together. Perfectly positioned close to the beautiful Byron Hills Golf Course, this spacious 4-bedroom, 2-bath multi-level home offers nearly 2,000 square feet of inviting living space on a generous corner lot. Updates includes: AC/Air Handle Unit 2020, Updated Electrical Panel 2021, Windows/Doors 2022, Sliding Glass Door 2023, Roof/Siding/Gutters & Soffits 2024, Flooring 2017, Garage Doors 2025, Kitchen Countertops 2022, Microwave/Oven/Dishwasher 2022, Washer/Dryer 2017, and Radon System 2017. There's nothing let to do but move in! Located just minutes from the charm of Port Byron, Illinois and the greater Quad Cities. Riverdale School District.",275000.0,1928.0,19602.0,,4.0,2.0,1.0,1.0,2.0,1972.0,281000.0,2026-04-10,1.0218,145.75,54
townhomes,townhouse,"Welcome to this stunning fully remodeled home in Channahon, where modern design meets functional living. Featuring 2 bedrooms and 2.5 bathrooms above grade plus a beautifully finished basement with an additional 3rd bedroom and private office, this home offers exceptional versatility. The main level showcases warm neutral tones, updated flooring, and thoughtfully selected finishes throughout. The redesigned kitchen features stylish cabinetry, quartz countertops, and contemporary fixtures that create a clean, sophisticated feel. Bathrooms have been tastefully renovated with modern design details. The finished basement adds valuable living space with a spacious family room, 3rd legal bedroom, and dedicated office - ideal for guests or working from home. Move-in ready and truly worry-free, featuring a brand-new HVAC system, water heater, and sump pump, this fully remodeled home delivers the perfect blend of modern style, everyday comfort, and convenience in one of Channahon's highly desirable location. Please note that we have received multiple offers on the property. The deadline to submit your offers is Saturday, 03/14/2026 at 6:00 PM.",315000.0,2400.0,,,2.0,3.0,2.0,2.0,2.0,2003.0,341000.0,2026-04-10,1.0825,142.08,23
single_family,,"Lovingly cared for & well-maintained one-story home offering 4 spacious bedrooms and 2 full baths, perfect for comfortable everyday living. This home features a versatile addition too; ideal for an in-law suite, guest quarters, or private home office. There is a wet bar and wood-burning Fireplace; great spot for entertaining! There is a sunroom off of the kitchen for relaxing year-round. The eat-in Kitchen boasts all appliances that do stay, making this home truly move-in ready. An extra fridge & freezer as well! Additional highlights include a one-car attached garage and a separate outdoor shed for lawn equipment and extra storage. Big yard for the kids and pets to play. This lovingly cared-for property combines space, functionality, and warmth-ready for its next owner to call it home. Many of the furnishings can be included. Home will be city compliant!",205000.0,1828.0,10019.0,1.0,4.0,2.0,2.0,2.0,1.0,1973.0,205000.0,2026-04-10,1.0,112.14,53
single_family,,"Welcome home to this beautiful 4 bedroom bi-level offering both comfort and flexibility. Bamboo flooring spans the main level living area, where an open concept living, dining, and kitchen area creates a bright and inviting space for everyday living and entertaining. The kitchen counters were updated in 2022 with stylish quartz, while a new dining area slider (2023) provides easy access to the composite deck perfect for enjoying outdoor meals or morning coffee. Three bedrooms are conveniently located on the main level. The lower level offers a spacious fourth bedroom plus an optional fifth bedroom space, currently designed as a workout room with durable rubber flooring. You'll also find a family room with a fireplace and a walkout slider leading to the backyard, creating a welcoming retreat. A versatile flex space off the utility room provides additional options for storage, hobbies, or home office. Recent exterior improvements include fresh paint in 2023 and a new roof in 2021.",285000.0,2282.0,12197.0,,4.0,3.0,3.0,3.0,2.0,1970.0,291000.0,2026-04-10,1.0211,127.52,56
single_family,,"Located in Heartland Hills, one of Bloomington's newer neighborhoods, this home offers a setting that feels just far enough outside the city center that the stars seem to shine a little brighter-while still being conveniently close to everything. Built just four years ago, this BETTER THAN NEW ranch has been thoughtfully upgraded and meticulously maintained. Since construction, the owners have added a fully finished basement, updated paint and lighting, and installed new carpet in the bedrooms, creating a home that shows beautifully and feels truly move-in ready. The main level features an inviting open-concept layout with a vaulted great room and a stunning kitchen designed for both everyday living and entertaining. The kitchen includes quartz countertops, soft-close cabinetry, stainless steel appliances, a tiled backsplash, large island, and a customized walk-in pantry that provides exceptional storage. Just off the kitchen, a spacious deck offers the perfect place to enjoy outdoor dining or take in the evening sunsets. The primary suite features a walk-in closet and a beautifully tiled shower, while the main floor laundry and drop zone includes a convenient custom built-in bench. With 4 bedrooms and 3 full baths, this home offers plenty of space and flexibility. The finished basement is a standout with daylight windows that bring in natural light-something not found in every home in the neighborhood. Additional highlights include a rare 3-car attached garage, 2x6 exterior construction, energy-efficient LED puck lighting, high-efficiency HVAC, a WiFi programmable thermostat, and MyQ garage door access from your smartphone. The current owners have also invested in extensive landscaping, creating a yard that is both beautiful and welcoming. Lightly lived in, exceptionally cared for, and located in Unit 5 schools, this home truly checks all the boxes. A move-in ready opportunity in Heartland Hills that buyers will not want to miss.",375000.0,2908.0,10019.0,1.0,3.0,3.0,3.0,3.0,3.0,2022.0,375000.0,2026-04-10,1.0,128.95,4
single_family,,"Set on a premier, tree-lined street in the heart of Lincoln Park, [Redacted] is an extraordinary 5,200-square-foot single-family residence offering refined design, extensive upgrades, and exceptional indoor-outdoor living. This impressive home features 5 bedrooms, 6 full bathrooms, and 1 half bath, thoughtfully laid out across multiple levels to deliver both grandeur and functionality. Soaring 10-foot ceilings, elegant millwork, and three fireplaces anchor expansive living and entertaining spaces, while four private outdoor areas provide rare versatility for city living. A custom bar on every level and a dedicated wine cellar elevate the home's entertainment appeal, making it ideal for both intimate gatherings and large-scale hosting. The chef's kitchen is outfitted with Wolf, Sub-Zero, and Bosch appliances, seamlessly connecting to the family room, highlighted by a stunning hand-cut crystal chandelier. The fully finished lower level offers radiant heated floors, a sophisticated new theatre room, and additional recreation space. Recent, comprehensive upgrades include fully updated technology and smart home systems with Lutron lighting, integrated AV, rewiring for a dedicated tech closet, and a new high-definition Keyth security system with cameras and panels. Additional improvements include freshly stripped and stained hardwood floors throughout, top-to-bottom professional painting, upgraded LED lighting, enhanced closet systems, and extensive mechanical and aesthetic refinements. An attached garage with mudroom, two laundry rooms, in-ground sprinkler system, and meticulous attention to detail throughout complete this exceptional offering. Located just steps from Lincoln Park's renowned dining, shopping, parks, and top schools, this residence represents a rare opportunity to own a fully updated, luxury single-family home in one of Chicago's most coveted neighborhoods.",3500000.0,5200.0,,3.0,5.0,7.0,6.0,6.0,2.0,2015.0,3350000.0,2026-04-10,0.9571,644.23,11
single_family,,"Investor special! This 2-bedroom, 1-bath home with 966 sq ft offers a great opportunity for a full renovation project. The property is vacant and partially gutted, providing a blank slate for your vision. Vinyl siding and gutters are in fair condition, and the yard has been maintained. Interior renovations are needed throughout including kitchen, bathroom, flooring, HVAC, electrical completion, and plumbing installation. Some windows are boarded and repairs are required. Property is priced with investors and rehabbers in mind. Bring your ideas and transform this property into its full potential!",22500.0,966.0,3049.0,1.0,2.0,1.0,1.0,1.0,,1910.0,16000.0,2026-04-11,0.7111,16.56,116
single_family,,"Welcome home to this well maintained 3 bedroom 2 bathroom brick ranch! The spacious eat-in kitchen, complete with all appliances, offers and abundance of storage and butcher block countertops. The separate dining room flows beautifully into the sunken living room with fireplace. The full unfinished basement offers endless possibilities for more livable space, storage and is already set up for a workshop with two workbenches. Setup a private showing today!",229900.0,1512.0,18648.0,1.0,3.0,2.0,2.0,2.0,2.0,1961.0,235000.0,2026-04-10,1.0222,155.42,65
condos,condo,"Wonderful Corner Unit, extra windows for Natural Light! 1st floor, easy parking right outside your door. 2 bedrooms, both with extra side windows + both with walk-in closets + 2 full baths. Large Eat in Kitchen, double Windows above double sink, 2 pantries, special pet ""dining"" area, ceiling fan with light. Elegant brushed brass style handles on rich walnut shade Cabinets. Dining Room has dimmable 5 tier chandelier and is spacious for large table + 8 ft. Alcove for your cherished cabinet piece. Living room is an 8 1/2 ft wall of light with sliding doors to 13 ft. Patio. Year round green Japanese Yew shrubs line the balcony + white hydrangeas + season changing trees from multiple windows for beautiful color. In-Unit Laundry. Multiple dimmable lights for sunset ambience, Freshly painted, Champagne Tan shade for neutral color palette, Behr Premium Plus, white trim, white panel doors. Professionally landscaped, manicured grounds, Street lights reminiscent of Vintage eras add charm to Bell Tower Place. Use your back entry to get to paved paths making outdoor pleasure easy and ideal for taking your precious puppy out. Enjoy Old Town Bloomingdale's sounds of Summer concerts from your patio. 2 blocks to coffee shop, delicious dining, Park District Museum with fun events, sitting park, fountains, Christmas Tree lighting and Kris Kringle Winter Market. Bloomingdale's fabulous Library and Park District offer activities for all ages. Quick access to highways, shopping and Medical Centers. Explore Downtown Chicago on a day trip by a ride on the Metra Train, est. [Redacted] to station. O'hare International Airport can be reached in as little as 35 min.depending on time of day. Day Street...a simpler way of life. Fresh beginnings start here. Pet Friendly Building. HOA fee includes heat, water, gas, assigned parking space, exterior maintenance, lawn care, scavenger, snow removal. Multiple virtual style and color ideas are included in photos. More details in additional information.",300000.0,1192.0,,,2.0,2.0,2.0,2.0,,1996.0,280000.0,2026-04-10,0.9333,234.9,30
townhomes,townhouse,"Great location overlooking pond! Totally updated from the outside through the inside. Mega-Paver driveway & walkway, newer garage door, Trex deck with solar lights, inground sprinkler, roof & gutters 1 year old, all new Marvin windows 2006, hardwood floors, plantation shutters on most windows, kitchen new 2014 with quartz counter tops, KraftMaid soft-close cherry cabinets, onyx backsplash, new stainless steel appliances & hook-up in pantry for washer & dryer, washer 2020 & dryer 2017, all bathrooms updated, newer furnace, A/C & water heater, & finished basement with half bath. Just move in!",524000.0,2305.0,,,3.0,4.0,2.0,2.0,2.0,1990.0,524000.0,2026-04-10,1.0,227.33,36
single_family,,"Tucked away on a quiet cul-de-sac in Machesney Park, this inviting 3-bedroom, 3 full bath ranch-style home offers comfort, privacy, and energy efficiency all in one. Situated on a large, private lot, the property provides a peaceful setting with plenty of space to relax or entertain. Inside, you'll find a warm and welcoming living area featuring a wood-burning fireplace, perfect for cozy evenings. The main floor primary suite and laundry offer convenient one-level living, while the thoughtful layout provides comfortable space for everyday life. The partially finished basement expands the living space and includes a third full bathroom, making it ideal for a recreation area, guest space, home office, or workout room. Step outside to enjoy summer days in the large above-ground pool with a new deck (2024), creating the perfect backyard retreat for gatherings or quiet relaxation. This home has also been professionally sealed and insulated through Greenlink Energy Solutions in 2025, maximizing energy efficiency and year-round comfort. With its cul-de-sac location, spacious lot, desirable ranch layout, and additional finished space in the basement, this property offers the perfect blend of comfort, functionality, and privacy. Furnace (2021) AC (2024) Roof (2018) Pool Liner (2018) Pool Filter & Pump (2015) WH (2023) Fridge (2025) Front Deck (2024)",250000.0,1757.0,15246.0,,3.0,3.0,3.0,3.0,2.0,1994.0,265000.0,2026-04-10,1.06,150.83,32
single_family,,"Are you looking for a 4 bedroom with a white picket fence in the Unity Point School District? Only minutes away from Cedar Creek Reservoir for your enjoyment! Step inside to be welcomed by the open floor plan living room and kitchen providing an inviting feel, perfect for quality time with loved ones or entertaining guests. The living room is accented by floor to ceiling built-in bookshelves and large picture window overlooking the front yard. The spacious kitchen offers plenty of counter space along with stainless steel appliances and overlooks the backyard. The home is a split bedroom floor plan with two bedrooms on each side of the living room, providing an excellent utilization of floor space and sun filled views for each room! Downstairs houses the laundry and mechanicals, as well as additional storage space for off season decor. Out back, the pergola-shaded patio awaits you with planters ready for your green thumb to fill. The backyard has plenty of space to run and play, in addition to room for a large garden. Just off the gravel driveway the shed sits ready to hold all your outdoor storage needs. Don't miss your chance to make this property your home! Please include any and all buyer requests in the offer to be presented for consideration.",139900.0,1236.0,39640.0,,4.0,2.0,1.0,1.0,,1924.0,138000.0,2026-04-10,0.9864,111.65,102
single_family,,"Charming all brick 2 bed, 1.[Redacted] two blocks off the main street in Marine. This well maintained property features an open concept layout, hardwood floors, and generous natural light throughout. Bedrooms are comfortably sized, and the bathroom has been updated. The kitchen offers great potential for your personal touch. Enjoy outdoor living on the front porch or back patio, plus the convenience of a one car garage. A solid, inviting home in a great location.",200000.0,1628.0,10001.0,1.0,2.0,2.0,1.0,1.0,1.0,1960.0,195000.0,2026-04-10,0.975,119.78,66
condos,condo,,1799000.0,2423.0,,,3.0,4.0,3.0,3.0,1.0,2019.0,1755000.0,2026-04-10,0.9755,724.31,7
single_family,,"Prepare to be wowed at 501 Autumn Moor Trail in Hampshire, Illinois. A beautiful new Henley floor plan in our Prairie Ridge community. This home will be ready for an early year move-in! This scenic home site includes a fully sodded yard. This open concept Henley plans offers 2,600 square feet of living space with 4 bedrooms, a loft, 2.[Redacted] floor flex room. Entertaining will be easy in this open-concept kitchen, dining and family room layout with a large island with overhang for stools. Additionally, the kitchen features a walk-in pantry, designer white soft close cabinetry, modern stainless-steel appliances, quartz countertops, and easy-to-maintain luxury vinyl plank flooring. For everyday ease, enjoy coming home to a large mud room right off the garage which also leads to a huge 1st floor walk-in storage closet. Plus, the 1st floor flex room offers a flexible space for an office, playroom, or create a formal living or dining room. As you head upstairs, you'll first notice even more space waiting in the 2nd-floor loft, offering unlimited potential like a movie room, 2nd family room, playroom or study/work area. Escape to your private getaway in your large primary bedroom and ensuite bathroom with dual sinks, quartz top vanity, and walk-in shower. Convenient 2nd floor walk-in laundry room, 3 additional bedrooms with a full second bath and linen closet complete the second floor, Need more space? This home also includes a huge, blanket wrapped insulated basement! All Chicago homes include our America's Smart Home Technology. Photos are of similar home, actual home may vary.",467990.0,2600.0,,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,467990.0,2026-04-10,1.0,180.0,0
single_family,,"Beautiful brick villa nestled on the north end of Columbia with gorgeous views and scenic sunsets. This sprawling attached villa is less than 5 years old, so you can enjoy worry free living while skipping the wait of new construction. Inside, craftsmanship can be found throughout. The main level has an open concept and includes the custom kitchen with granite counter-tops and center island w/ breakfast bar, white shaker cabinets, recessed lighting with beautiful fixtures, pantry, stainless appliances and separate main floor laundry room. The primary suite has wide double door entry, deep walk-in closet, and en-suite full bath with luxury tub, dual sink vanity, and walk-in shower. A guest bedroom and full hall bath can also be found on the main level. Walk out to a covered rear patio to soak up some sun and relax on quite nights. The lower level has a 9ft pour and has been finished to include a large rec room, 3rd bedroom and 3rd full bath, while still have tons of extra storage in a large unfinished area with room for expansion. This one owner home is fresh, clean and move-in ready. Why spend more on new construction when this Villa is in pristine condition & conveniently located on the North End Of Columbia.",499900.0,2773.0,,1.0,3.0,3.0,3.0,3.0,2.0,2021.0,495000.0,2026-04-10,0.9902,178.51,5
single_family,,"Nestled in a charming West Peoria neighborhood, this delightful 1.5-story home at [Redacted] blend of comfort and character. This inviting residence features three bedrooms, one and a half bathrooms, and beautifully refinished hardwood floors that add timeless appeal. The exterior boasts a private, fenced-in backyard, a one-stall detached garage, and an attached screened-in porch with a patio area perfect for enjoying the outdoors. With its warm and welcoming atmosphere, this home is a true gem waiting for its new owners. Call to schedule your showing today!",139900.0,1899.0,4792.0,2.0,4.0,2.0,1.0,1.0,1.0,1940.0,148000.0,2026-04-10,1.0579,77.94,86
single_family,,"Located in a quiet, non-HOA neighborhood near shops, restaurants, and clinics, this split-level home features 4 bedrooms, 2 full bathrooms, 2 living rooms, a spacious kitchen with cathedral ceilings, and a large fenced backyard ideal for entertaining. It includes a 2-car garage with ample storage. The basement is unfinished and ready for customization. A must-see property with comfort and convenience. This house was going through renovations while still being listed for sale. All renovations are complete and ready to move in.",270000.0,1056.0,,2.0,4.0,2.0,2.0,2.0,2.0,2001.0,243500.0,2026-04-10,0.9019,230.59,25
single_family,,,110000.0,1204.0,27443.0,1.0,2.0,1.0,1.0,1.0,1.0,1940.0,114000.0,2026-04-10,1.0364,94.68,86
single_family,,"This 3-bedroom, 2.5-bath home for sale in Poplar Grove, IL offers a modern open-concept floor plan with flexible living spaces designed for today's lifestyle. The primary suite features a private master bathroom and walk-in closet, providing a comfortable and functional retreat. Upstairs, a spacious loft area serves as the perfect playroom, second living room, or lounge space. The main level flows effortlessly between the living, dining, and kitchen areas, making it ideal for both entertaining and everyday living. Enjoy outdoor living with a private deck and yard, perfect for relaxing or hosting guests. Located in a prime Poplar Grove neighborhood, this home offers easy access to schools, shopping, dining, and major roadways. With its versatile layout, desirable location, and move-in ready appeal, this Poplar Grove home is a must-see. Schedule your showing today.",324900.0,1923.0,11761.0,2.0,3.0,3.0,2.0,2.0,2.0,2004.0,300000.0,2026-04-10,0.9234,156.01,22
single_family,,,194900.0,1509.0,,1.0,3.0,1.0,1.0,1.0,,1964.0,192900.0,2026-04-10,0.9897,127.83,62
single_family,,"WHAT? YES THAT'S RIGHT ANOTHER HUGE REDUCTION ON THIS EXCEPTIONAL PROPERTY! 20.6 A's Beautiful Rolling Partially Fenced Pasture,Creek,Woods,Rifle Range! GREAT HUNTING! Abundant Deer & Turkey(See Pics). Totally Remodeled 3BR-2 BA Home-All New Flooring! NO CARPET! Wonderful Kitchen W/Pantry & Appliances! Large Living Rm. All Dry Wall With Shiplap Accent Walls,Bullet Nose(rounded corners),Custom Crown Molding! Updated Guest Bath! New Spa Like Mast Custom Bath-Dbl Sink Vanity,Lg Custom Tile Shower,Deep Stand Alone Soaker Tub & Linen Closet. Mast 12.5x9.6 CLOSET, Large Enough To Double As Den,Office OR Small BR If Had Little One That Needs To Be Close. NOW OUTSIDE! Front Porch. Back Covered Patio. 30x40 Garage, w/Approx 1/3 as Work Shop/Man Cave w/Heat/Air/1/2 Bath/Storage. ALL SUPER CLEAN! 3 Attached Lean- To/Carports.SO Plenty Room For ALL BIG TOYS! 12x16 Storage Shed w/Porch & Dog Run-In. Super Nice Green House/Potting Shed w/Grow Lights & GFIC Outlets! Concrete Storm Shelter. EXTRA'S Gun Safe, Button Start Generator. Deer Stands & Blind! Security Cameras, Propane Tank, Shawnee Link Fiber Optic Internet in House & Garage, TV Antennas, Orkin Transferrable Contract. Property Taxed As Agriculture(hay production). Make Great Cattle/Horse Farm. A MUST SEE! CALL TODAY!. Zero Turn Mower Negotiable. Septic Pumped 11/2025. Pond Leaked And Recently Filled In.",345000.0,1500.0,898207.0,,3.0,3.0,2.0,2.0,2.0,2010.0,307500.0,2026-04-10,0.8913,205.0,16
